0.510748,2.510000,0.698011,0.012915,0.809200,0.270975,0.042790,0.876369,0.868627,0.452407,0.876726,0.600178,0.263828,0.935275,0.439352,0.339785,0.093023,1.755814,-2.197674,0.169767,-0.430783,0.139535,0.330000,0.330000,-2.615116,0.000000,-0.873256,-0.198451,0.136047,1.504077,0.232558,0.100000,0.350000,0.118605,2.639057,0.069767,0.000000,0.500000,0.220930,0.581395,0.022947,0.526593,0.191639,0.537929,0.301708,0.013903,0.553371,0.262824,0.503738,0.262899,0.282084,0.763291,0.427663,0.761204,0.578318,0.241353,0.732094,0.309420,0.710735,0.470353,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.374502,0.223108,0.402390,0.446215,0.553785,0.932924,0.682792,0.692490,0.879876,0.150000,0.122093,-0.009302,0.154651,0.094186,-0.031395,0.077907,0.395349,0.084429,1
0.510748,1.270000,0.697333,0.060258,0.807850,0.186212,0.009945,0.858690,0.828298,0.236810,0.861345,0.479975,0.092627,0.924703,0.390562,0.510000,0.058140,1.662791,-0.815116,0.179070,-1.660731,0.279070,0.290000,0.370000,-1.202326,0.000000,-0.968605,0.000000,0.140698,0.530628,0.127907,0.360000,0.540000,0.104651,2.833213,0.023256,0.500000,1.000000,0.116279,0.476744,0.030671,0.582031,0.277508,0.442828,0.185460,0.016601,0.509461,0.164193,0.402689,0.139429,0.199159,0.781881,0.464262,0.775787,0.573654,0.164283,0.753278,0.353662,0.777224,0.558210,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.141732,0.401575,0.456693,0.566929,0.433071,0.792499,-0.227615,0.528939,0.765153,0.132558,0.090698,-0.022093,0.143023,0.088372,0.001163,0.056977,0.290698,0.902108,1
0.510748,2.260000,0.834667,0.489394,0.853503,0.274251,0.059472,0.875494,0.902064,0.575538,0.893062,0.617219,0.291761,0.936711,0.572884,0.342504,0.186047,1.825581,-1.976744,0.143023,1.193922,0.220930,0.260000,0.360000,-2.250000,0.000000,-0.937209,0.000000,0.167442,-0.478036,0.116279,0.300000,0.600000,0.167442,-0.371064,0.116279,0.300000,0.600000,0.313953,0.523256,0.020070,0.519053,0.144326,0.454476,0.122964,0.005244,0.413415,-0.025706,0.434847,0.104153,0.197309,0.765920,0.473000,0.724084,0.487393,0.147984,0.771209,0.475630,0.774311,0.567425,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.309735,0.247788,0.442478,0.482301,0.517699,0.911298,0.509247,0.657491,0.857481,0.146512,0.117442,0.005814,0.152326,0.089535,-0.008140,0.037209,0.302326,1.193886,1
0.510748,0.920000,0.696224,0.134797,0.804851,0.179513,0.017041,0.853947,0.827670,0.340746,0.858366,0.494979,0.191862,0.921194,0.390562,0.413179,0.058140,2.616279,-0.446512,0.106977,2.484907,0.034884,0.660000,0.660000,-1.083721,0.000000,-1.020930,0.000000,0.140698,0.095310,0.069767,0.330000,0.660000,0.000000,3.912023,0.000000,0.000000,0.000000,0.209302,0.604651,0.023547,0.471021,0.181902,0.362561,0.084127,0.008738,0.426773,0.121301,0.325409,0.038988,0.256961,0.616391,0.035293,0.443670,-0.045113,0.246191,0.690477,0.176608,0.534778,0.079834,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.184783,0.141304,0.673913,0.771739,0.228261,0.814753,0.316934,0.527591,0.892063,0.133721,0.109302,0.015116,0.141860,0.096512,0.019767,0.063953,0.348837,0.115050,1
0.510748,2.240000,0.858703,0.599012,0.862153,0.315012,0.138101,0.875424,0.949049,0.808875,0.920043,0.723716,0.525638,0.944012,0.978349,1.954445,0.232558,1.837209,-1.872093,0.196512,-2.040221,0.302326,0.260000,0.420000,-2.433721,0.000000,-0.670930,-3.649659,0.166279,-0.430783,0.220930,0.470000,0.520000,0.166279,-0.314711,0.220930,0.470000,0.520000,0.209302,0.569767,0.048628,0.573228,0.391384,0.623946,0.540727,0.026362,0.498369,0.268746,0.612953,0.522519,0.270740,0.889989,0.774464,0.871475,0.800330,0.253796,0.833767,0.633545,0.826056,0.724313,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.316964,0.218750,0.464286,0.549107,0.450893,0.923300,0.598280,0.676234,0.876350,0.150000,0.104651,0.008140,0.155814,0.100000,0.015116,0.067442,0.418605,-0.662371,1
0.510748,0.900000,0.863279,0.598303,0.864922,0.283586,0.139501,0.863559,0.919916,0.649301,0.902837,0.542067,0.245307,0.926549,0.572884,0.459390,0.058140,2.267442,-0.467442,0.000000,6.907755,0.000000,0.000000,0.000000,-1.038372,0.000000,-0.846512,-0.478036,0.159302,-1.021651,0.162791,0.280000,0.570000,0.118605,1.648659,0.093023,0.370000,0.620000,0.418605,0.534884,0.018150,0.427072,0.105345,0.484272,0.234758,0.008149,0.344905,-0.011165,0.460576,0.214735,0.271403,0.837980,0.510589,0.776680,0.552587,0.231396,0.818655,0.420822,0.797086,0.589962,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.577778,0.000000,0.422222,0.644444,0.355556,0.988454,0.951241,0.855912,1.033333,0.130233,0.094186,-0.002326,0.141860,0.088372,-0.001163,0.067442,0.290698,0.401183,1
0.510748,0.570000,0.878201,0.677384,0.869395,0.248525,0.125414,0.849043,0.938727,0.742674,0.914091,0.589411,0.321072,0.930480,0.921190,0.557248,0.162791,1.662791,-0.011860,0.155814,-1.021651,0.093023,0.370000,0.750000,-0.686047,-0.105361,-0.958140,0.000000,0.129070,0.182322,0.081395,0.420000,0.850000,0.129070,0.641854,0.081395,0.420000,0.850000,0.081395,0.337209,0.031023,0.712338,0.397895,0.830580,0.720932,0.017229,0.722625,0.453842,0.813434,0.700363,0.209278,0.871271,0.736167,0.916469,0.851355,0.175158,0.812949,0.589139,0.859027,0.745418,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.052632,0.508772,0.438596,0.666667,0.333333,0.695611,-0.395969,0.454136,0.711750,0.123256,0.094186,0.016279,0.139535,0.119767,0.026744,0.077907,0.325581,0.052841,1
0.510748,1.530000,0.725992,0.363882,0.802632,0.216318,0.075963,0.851620,0.828391,0.550051,0.845483,0.432859,0.250180,0.892849,0.613706,0.282701,0.069767,2.441860,-1.097674,0.133721,1.280934,0.069767,0.330000,0.660000,-1.280233,0.000000,-0.697674,-3.123566,0.163953,-0.733969,0.139535,0.410000,0.660000,0.000000,3.912023,0.000000,0.000000,0.000000,0.430233,0.569767,0.016043,0.430025,0.184785,0.336674,0.131487,0.008233,0.424827,0.184717,0.330818,0.130092,0.274408,0.834528,0.590330,0.803813,0.645651,0.273358,0.840276,0.602387,0.790937,0.609730,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.797386,0.000000,0.202614,0.562092,0.437908,0.976079,0.933481,0.786086,1.081851,0.147674,0.106977,0.015116,0.152326,0.103488,0.010465,0.069767,0.279070,0.086178,1
0.510748,0.490000,0.507300,-0.194175,0.748421,0.066700,-0.052989,0.812639,0.634531,-0.079573,0.788914,0.198436,-0.045699,0.867109,0.390562,0.592585,0.093023,1.779070,-0.146512,0.000000,6.907755,0.000000,0.000000,0.000000,-0.339535,0.000000,-1.117442,0.000000,0.143023,-0.843970,0.069767,0.660000,0.660000,0.000000,3.912023,0.000000,0.000000,0.000000,0.104651,0.244186,0.014413,0.424754,0.028558,0.555863,0.356228,0.005293,0.306287,-0.139380,0.493305,0.259558,0.187128,0.734532,0.444604,0.766019,0.613563,0.124377,0.674935,0.275341,0.696678,0.476365,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.000000,0.122449,0.877551,0.714286,0.285714,0.708360,0.125644,0.427781,0.846464,0.122093,0.070930,-0.015116,0.126744,0.077907,0.016279,0.074419,0.348837,-0.843119,1
0.510748,3.450000,0.854938,0.564371,0.861562,0.334521,0.122876,0.881466,0.932770,0.711561,0.910399,0.602130,0.285951,0.934731,0.613706,0.200000,0.220930,2.872093,-3.255814,0.213953,-2.631089,0.127907,0.450000,0.630000,-3.818605,0.000000,-0.644186,-4.199705,0.172093,-0.328504,0.081395,0.570000,0.850000,0.162791,0.262364,0.197674,0.290000,0.520000,0.581395,0.697674,0.083668,0.418927,0.353916,0.278920,0.148057,0.045607,0.411924,0.335673,0.286331,0.163858,0.524863,0.806224,0.537143,0.704596,0.485482,0.561520,0.826371,0.591162,0.756703,0.573200,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.672464,0.023188,0.304348,0.443478,0.556522,0.986455,0.942441,0.845052,1.030233,0.158140,0.126744,0.009302,0.162791,0.123256,0.022093,0.090698,0.406977,0.122262,1

0.510748,1.280000,0.878992,0.671985,0.870521,0.413817,0.290633,0.877505,0.932852,0.722916,0.910085,0.644900,0.386196,0.937028,0.690667,0.358813,0.058140,1.906977,-0.850000,0.129070,1.458615,0.034884,1.000000,1.000000,-1.410465,-0.210721,-0.833721,-0.653926,0.175581,-1.560648,0.127907,0.360000,0.810000,0.161628,-0.579818,0.255814,0.360000,0.500000,0.558140,0.639535,0.033788,0.438434,0.171469,0.307652,0.086557,0.014547,0.393778,0.109808,0.320025,0.111551,0.324682,0.716756,0.298453,0.488037,0.143890,0.310433,0.766774,0.402728,0.563940,0.248158,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.656250,0.000000,0.343750,0.562500,0.437500,0.999032,0.996495,0.955022,1.045785,0.152326,0.136047,-0.023256,0.155814,0.110465,0.009302,0.139535,0.372093,-0.093425,1
0.510748,2.550000,0.780422,0.357967,0.832189,0.250324,0.061755,0.869374,0.900705,0.626284,0.890238,0.645946,0.378130,0.937648,0.690667,1.117214,0.069767,1.918605,-2.348837,0.106977,3.433987,0.034884,0.660000,0.660000,-3.395349,0.000000,-0.886047,-0.116534,0.222093,-3.649659,0.174419,0.200000,0.330000,0.177907,-0.867501,0.081395,0.420000,0.420000,0.395349,0.534884,0.014799,0.402329,0.206045,0.570935,0.491387,0.009315,0.340851,0.114770,0.498984,0.388298,0.308839,0.648897,0.401597,0.666145,0.596196,0.305886,0.584690,0.240128,0.588731,0.482451,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.490196,0.152941,0.356863,0.470588,0.529412,0.974686,0.929591,0.792448,0.937848,0.146512,0.110465,-0.003488,0.151163,0.091860,-0.010465,0.044186,0.406977,-0.206575,1
0.510748,1.260000,0.621561,-0.024669,0.782533,0.170680,-0.004484,0.856328,0.751922,0.130638,0.829908,0.365239,0.054505,0.905442,0.690667,0.771992,0.093023,2.813953,-0.880233,0.191860,-2.333044,0.139535,0.330000,0.500000,-1.451163,0.000000,-0.963953,0.000000,0.186047,-2.207275,0.220930,0.310000,0.420000,0.000000,3.912023,0.000000,0.000000,0.000000,0.104651,0.488372,0.022972,0.683327,0.461764,0.758163,0.637480,0.015148,0.672416,0.449110,0.764671,0.648950,0.156993,0.862600,0.692804,0.873288,0.777820,0.115337,0.822221,0.584379,0.849352,0.732334,0.000000,0.627907,0.000000,0.372093,0.546512,0.453488,0.031746,0.428571,0.539683,0.555556,0.444444,0.719292,-0.356576,0.470851,0.725914,0.133721,0.093023,-0.000000,0.147674,0.096512,0.024419,0.050000,0.302326,0.508512,1
